Time,Type,Trial,L Raw X [px],L Raw Y [px],R Raw X [px],R Raw Y [px],L Dia X [px],L Dia Y [px],L Mapped Diameter [mm],R Dia X [px],R Dia Y [px],R Mapped Diameter [mm],L CR1 X [px],L CR1 Y [px],L CR2 X [px],L CR2 Y [px],R CR1 X [px],R CR1 Y [px],R CR2 X [px],R CR2 Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Timing,L Validity,R Validity,Pupil Confidence,L Plane,R Plane,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Frame
4204874933,SMP,1,1433.74,779.17,1119.51,804.56,16.74,16.74,2.85,17.37,17.37,2.99,1426.41,783.69,1436.82,783.64,1113.57,808.41,1123.9,808.3,572.11,343.3,572.11,343.3,0,1,1,2,-1,-1,-15.7,-4.31,561.94,40.55,-8.82,569.09,-0.05,0.17,-0.98,-0.1,0.16,-0.98,-1
4204908549,SMP,1,1433.98,780.22,1119.95,805.33,17.05,17.05,2.86,17.28,17.28,2.98,1426.71,784.53,1437.36,784.53,1113.85,809.33,1124.16,809.27,567.92,338.5,567.92,338.5,0,1,1,2,-1,-1,-15.76,-4.46,561.56,40.5,-8.99,569.08,-0.04,0.16,-0.99,-0.1,0.16,-0.98,-1
4204941726,SMP,1,1434.2,780.23,1119.69,805.42,17.05,17.05,2.86,17.04,17.04,2.97,1426.67,784.51,1437.33,784.51,1113.72,809.38,1124.08,809.27,562.14,338.09,562.14,338.09,0,1,1,2,-1,-1,-15.75,-4.45,561.37,40.51,-8.99,568.93,-0.05,0.16,-0.99,-0.1,0.16,-0.98,-1
4204975049,SMP,1,1434.04,780.04,1119.8,805.34,17.16,17.16,2.86,17.02,17.02,2.96,1426.64,784.05,1437.27,784.13,1113.68,809.33,1124.06,809.18,559.1,338.05,559.1,338.05,0,1,1,2,-1,-1,-15.74,-4.38,561.34,40.5,-8.97,568.77,-0.05,0.15,-0.99,-0.1,0.16,-0.98,-1
4205008407,SMP,1,1431.94,783.25,1118.08,809.03,17.32,17.32,2.87,17.18,17.18,2.96,1425.14,785.4,1435.76,785.44,1112.99,810.85,1123.34,810.88,623.98,528.27,623.98,528.27,0,1,1,2,-1,-1,-15.47,-4.61,561.29,40.62,-9.26,568.65,-0.03,0.09,-1,-0.06,0.08,-0.99,-1
4205041591,SMP,1,1430.44,782.88,1116.65,808.86,17.09,17.09,2.87,17.17,17.17,2.95,1424.37,784.99,1435,784.9,1111.89,810.85,1122.25,810.88,652.21,526.56,652.21,526.56,0,1,1,2,-1,-1,-15.33,-4.53,561.21,40.81,-9.26,568.59,0,0.08,-1,-0.05,0.09,-0.99,-1
4205075006,SMP,1,1430.43,779.87,1116.46,806.76,16.83,16.83,2.86,17.41,17.41,2.96,1423.93,783.6,1434.88,783.58,1111.81,809.59,1122.09,809.61,652.14,384.45,652.14,384.45,0,1,1,2,-1,-1,-15.25,-4.28,559.95,40.85,-9.04,568.76,-0.01,0.14,-0.99,-0.05,0.12,-0.99,-1
4205108393,SMP,1,1430.56,779.11,1116.33,806.02,17.04,17.04,2.86,17.45,17.45,2.96,1424.2,783.35,1434.8,783.46,1111.74,809.43,1121.88,809.54,656.21,343.66,656.21,343.66,0,1,1,2,-1,-1,-15.29,-4.25,560.7,40.91,-9.02,569.24,-0.01,0.16,-0.99,-0.05,0.14,-0.99,-1
4205141698,SMP,1,1430.07,779.23,1115.63,805.98,17.08,17.08,2.87,17.19,17.19,2.96,1424,783.55,1434.59,783.53,1110.85,809.7,1121.27,809.72,665.01,338.28,665.01,338.28,0,1,1,2,-1,-1,-15.25,-4.28,560.83,41,-9.06,568.71,0,0.16,-0.99,-0.05,0.15,-0.99,-1
4205175035,SMP,1,1429.79,778.92,1115.3,805.81,17.01,17.01,2.87,17.38,17.38,2.96,1423.57,783.23,1434.24,783.32,1110.35,809.55,1120.62,809.55,662.14,337.37,662.14,337.37,0,1,1,2,-1,-1,-15.18,-4.23,560.55,41.12,-9.03,568.89,-0.01,0.17,-0.99,-0.06,0.15,-0.99,-1
4205208380,SMP,1,1429.23,778.65,1114.25,805.77,16.8,16.8,2.86,17.44,17.44,2.96,1422.76,783.13,1433.58,783.08,1109.93,809.08,1119.92,809.33,666.32,341.96,666.32,341.96,0,1,1,2,-1,-1,-15.02,-4.19,559.7,41.31,-8.99,570.1,-0.01,0.17,-0.99,-0.04,0.14,-0.99,-1
4205241691,SMP,1,1427.86,775.29,0,0,17.42,17.42,2.87,0,0,0,1422.03,781.26,1432.41,781.31,0,0,0,0,672.24,170.9,672.24,170.9,0,1,0,1,-1,-1,-14.9,-3.88,561.25,0,0,0,0,0.22,-0.97,0,0,0,-1
4205275024,SMP,1,1427.53,773.8,1113.71,800.59,17.12,17.12,2.87,17.53,17.53,2.97,1421.61,780.59,1431.95,780.41,1108.9,806.68,1119.18,806.75,670.33,116.6,670.33,116.6,0,1,1,2,-1,-1,-14.84,-3.74,562.08,41.42,-8.53,569.45,0,0.25,-0.97,-0.06,0.24,-0.97,-1
4205308765,SMP,1,1427.32,773.41,1112.95,800.67,17.1,17.1,2.88,17.58,17.58,2.98,1421.21,780.31,1431.6,780.28,1108.3,806.61,1118.51,806.65,670.22,112.64,670.22,112.64,0,1,1,2,-1,-1,-14.78,-3.71,562.51,41.57,-8.52,569.84,-0.01,0.26,-0.97,-0.05,0.23,-0.97,-1
4205341678,SMP,1,1426.95,773.77,1112.52,800.93,16.62,16.62,2.86,17.35,17.35,2.98,1420.98,780.58,1431.34,780.51,1107.8,807.06,1118.01,807.03,671.47,111.19,671.47,111.19,0,1,1,2,-1,-1,-14.76,-3.76,563.33,41.68,-8.6,570.11,0,0.25,-0.97,-0.05,0.24,-0.97,-1
4205375005,SMP,1,1426.79,774.01,1112.12,801.03,16.71,16.71,2.86,17.19,17.19,2.97,1420.84,780.86,1431.18,780.88,1107.33,807.32,1117.58,807.34,671.87,105.37,671.87,105.37,0,1,1,2,-1,-1,-14.76,-3.82,564.1,41.76,-8.65,570.18,0,0.26,-0.97,-0.06,0.25,-0.97,-1
4205408341,SMP,1,1426.74,774.12,1112.12,801.33,16.69,16.69,2.85,17.08,17.08,2.96,1420.82,781.07,1431.14,780.98,1107.17,807.41,1117.46,807.42,671.59,105.19,671.59,105.19,0,1,1,2,-1,-1,-14.77,-3.85,564.79,41.78,-8.66,570.11,0,0.26,-0.97,-0.06,0.24,-0.97,-1
4205441670,SMP,1,1426.83,774.25,1112.11,801.18,16.66,16.66,2.85,17.04,17.04,2.96,1420.95,781.15,1431.3,781.02,1107.26,807.37,1117.5,807.41,673.14,103.62,673.14,103.62,0,1,1,2,-1,-1,-14.81,-3.87,565.28,41.79,-8.66,570.36,0,0.26,-0.97,-0.06,0.24,-0.97,-1
4205474998,SMP,1,1427.38,774.39,1112.38,801.33,16.26,16.26,2.83,16.78,16.78,2.94,1421.36,781.3,1431.56,781.23,1107.53,807.46,1117.75,807.47,671.66,102.7,671.66,102.7,0,1,1,2,-1,-1,-14.91,-3.91,566.77,41.75,-8.68,570.52,-0.01,0.26,-0.97,-0.06,0.24,-0.97,-1
4205508333,SMP,1,1427.77,774.26,1112.83,801.04,16.46,16.46,2.83,16.85,16.85,2.93,1421.75,781.26,1432.06,781.25,1107.95,807.37,1118.24,807.33,670.9,98.83,670.9,98.83,0,1,1,2,-1,-1,-14.99,-3.91,566.89,41.67,-8.66,570.46,-0.01,0.26,-0.96,-0.06,0.25,-0.97,-1
4205541728,SMP,1,1428.19,774.3,1113.26,800.84,16.79,16.79,2.83,16.88,16.88,2.93,1422.24,780.99,1432.61,781.01,1108.54,806.93,1118.7,806.89,672.24,102.34,672.24,102.34,0,1,1,2,-1,-1,-15.09,-3.87,567.03,41.61,-8.58,570.92,0,0.25,-0.97,-0.05,0.24,-0.97,-1
4205574984,SMP,1,1429.04,774,1113.9,800.52,16.52,16.52,2.83,17.3,17.3,2.93,1423.14,780.93,1433.46,780.92,1109.18,806.61,1119.4,806.62,674.16,100.28,674.16,100.28,0,1,1,2,-1,-1,-15.26,-3.86,567.62,41.49,-8.53,570.99,0,0.26,-0.97,-0.05,0.24,-0.97,-1
4205608316,SMP,1,1430.03,773.9,1114.98,800.18,16.41,16.41,2.82,16.8,16.8,2.92,1424.11,780.99,1434.44,780.92,1110.04,806.4,1120.28,806.41,671.74,96.96,671.74,96.96,0,1,1,2,-1,-1,-15.44,-3.86,567.94,41.34,-8.49,571.06,0,0.26,-0.96,-0.06,0.24,-0.97,-1
4205641661,SMP,1,1431.24,774.04,1115.77,800,16.75,16.75,2.83,17.18,17.18,2.93,1425.1,780.98,1435.48,780.96,1110.97,806.23,1121.21,806.16,670.74,96.28,670.74,96.28,0,1,1,2,-1,-1,-15.63,-3.87,568.04,41.17,-8.46,571.08,-0.01,0.26,-0.97,-0.05,0.24,-0.97,-1
4205674841,SMP,1,1432.19,773.92,1116.69,799.61,16.89,16.89,2.84,17.27,17.27,2.94,1426.14,780.77,1436.54,780.62,1111.84,805.6,1122.16,805.67,670.6,97.46,670.6,97.46,0,1,1,2,-1,-1,-15.82,-3.82,568.11,40.98,-8.35,570.73,-0.01,0.25,-0.97,-0.05,0.24,-0.97,-1
4205708292,SMP,1,1433.15,775,1117.68,800.51,16.82,16.82,2.84,17.25,17.25,2.94,1427.03,781.52,1437.44,781.46,1112.85,806.34,1123.18,806.28,669.66,103.5,669.66,103.5,0,1,1,2,-1,-1,-15.98,-3.96,568.18,40.79,-8.47,570.62,-0.01,0.24,-0.97,-0.05,0.23,-0.97,-1
4205741635,SMP,1,1432.92,783.14,1119.38,808.12,17.47,17.47,2.86,17.71,17.71,2.96,1426.62,785.65,1437.44,785.63,1114.64,810.05,1125.1,810.02,669.51,505.68,669.51,505.68,0,1,1,2,-1,-1,-15.89,-4.7,566.36,40.41,-9.13,569.96,-0.01,0.1,-0.99,-0.05,0.09,-1,-1
4205774956,SMP,1,1434.43,783.17,1119.66,807.61,17.32,17.32,2.88,17.79,17.79,2.97,1427.98,785.5,1438.97,785.46,1115.37,809.68,1125.75,809.68,674.67,507.78,674.67,507.78,0,1,1,2,-1,-1,-16.05,-4.63,562.55,40.25,-9.06,569.56,-0.01,0.09,-1,-0.03,0.09,-1,-1
4205808303,SMP,1,1435.65,782.68,1120.75,807.35,17.81,17.81,2.9,17.78,17.78,2.99,1429.63,785.16,1440.33,785.2,1116.17,809.37,1126.46,809.23,672.42,506.45,672.42,506.45,0,1,1,2,-1,-1,-16.36,-4.59,564.21,40.12,-9,569.58,0,0.1,-1,-0.05,0.09,-1,-1
4205841492,SMP,1,1437.16,782.63,1121.58,806.84,17.76,17.76,2.92,17.49,17.49,2.99,1430.82,785,1441.75,784.96,1117.2,808.96,1127.54,808.94,676.46,506.92,676.46,506.92,0,1,1,2,-1,-1,-16.49,-4.53,560.57,39.91,-8.93,569.29,0,0.09,-1,-0.04,0.09,-0.99,-1
4205874823,SMP,1,1438.62,782.55,1122.77,806.41,18.15,18.15,2.94,18.01,18.01,3,1432.65,784.95,1443.34,784.83,1118.37,808.6,1128.78,808.61,680.99,505.64,680.99,505.64,0,1,1,2,-1,-1,-16.84,-4.53,562.12,39.66,-8.86,568.86,0.01,0.09,-1,-0.04,0.1,-0.99,-1
4205908273,SMP,1,1440.34,782.13,1123.96,806.25,17.77,17.77,2.95,18.01,18.01,3.02,1434.15,784.79,1444.78,784.7,1119.55,808.34,1130,808.23,681.17,503.52,681.17,503.52,0,1,1,2,-1,-1,-17.1,-4.5,562.19,39.41,-8.79,568.36,0,0.1,-0.99,-0.04,0.09,-1,-1
4205941574,SMP,1,1441.67,782.21,1125.31,805.91,18.04,18.04,2.97,17.97,17.97,3.03,1435.63,784.73,1446.35,784.63,1120.73,808.06,1131.19,808.02,680.77,503.58,680.77,503.58,0,1,1,2,-1,-1,-17.33,-4.48,560.79,39.16,-8.74,567.9,0,0.1,-1,-0.04,0.09,-0.99,-1
4205974935,SMP,1,1442.75,782.14,1126.38,805.77,18.13,18.13,2.98,18.14,18.14,3.04,1436.77,784.55,1447.48,784.51,1121.71,807.8,1132.15,807.84,681.24,504.78,681.24,504.78,0,1,1,2,-1,-1,-17.52,-4.45,560.33,38.96,-8.7,567.52,0.01,0.09,-1,-0.04,0.09,-0.99,-1
4206008270,SMP,1,1443.64,781.69,1127.12,805.29,18.04,18.04,2.99,18.04,18.04,3.04,1437.58,784.14,1448.3,784.09,1122.49,807.46,1132.95,807.36,682.75,504.39,682.75,504.39,0,1,1,2,-1,-1,-17.64,-4.37,559.75,38.79,-8.62,567.1,0,0.1,-1,-0.04,0.09,-0.99,-1
4206041599,SMP,1,1443.53,781.65,1126.81,805.04,18.35,18.35,3.01,18.25,18.25,3.06,1437.62,783.86,1448.46,783.71,1122.67,807.05,1133.12,806.96,693.73,508.82,693.73,508.82,0,1,1,2,-1,-1,-17.62,-4.3,558.51,38.74,-8.54,566.81,0.01,0.08,-1,-0.03,0.09,-1,-1
4206074931,SMP,1,1443.29,781.75,1126.74,805.25,18.2,18.2,3.01,18.17,18.17,3.06,1437.65,783.78,1448.42,783.64,1122.74,807.01,1133.24,806.95,706.83,517.23,706.83,517.23,0,1,1,2,-1,-1,-17.62,-4.29,558.42,38.69,-8.53,566.27,0.02,0.08,-1,-0.02,0.08,-1,-1
4206108263,SMP,1,1443.06,781.11,1126.92,805.11,17.71,17.71,3,18.04,18.04,3.06,1437.57,783.28,1448.39,783.36,1122.62,806.65,1133.16,806.62,711.34,522.28,711.34,522.28,0,1,1,2,-1,-1,-17.59,-4.21,557.79,38.67,-8.46,565.76,0.03,0.09,-1,-0.03,0.07,-1,-1
4206141464,SMP,1,1442.97,780.59,1126.39,804.42,18.11,18.11,3.01,17.92,17.92,3.06,1437.44,782.58,1448.15,782.56,1122.43,806.15,1132.88,806.05,719.06,527.04,719.06,527.04,0,1,1,2,-1,-1,-17.56,-4.08,557.87,38.7,-8.36,565.59,0.02,0.08,-1,-0.02,0.08,-1,-1
4206174796,SMP,1,1442.78,780.18,1126.06,804.38,17.95,17.95,3.01,18.22,18.22,3.07,1437.07,782.19,1447.72,782.25,1122.06,806.08,1132.5,805.99,716.59,530.11,716.59,530.11,0,1,1,2,-1,-1,-17.49,-4.02,557.98,38.76,-8.34,565.42,0.02,0.08,-1,-0.02,0.08,-1,-1
4206208251,SMP,1,1442.14,779.82,1125.49,804.19,18.02,18.02,3.01,18.26,18.26,3.07,1436.56,781.8,1447.35,781.64,1121.5,805.84,1131.98,805.84,725.45,536.74,725.45,536.74,0,1,1,2,-1,-1,-17.4,-3.93,557.45,38.84,-8.31,565.18,0.02,0.08,-1,-0.02,0.08,-1,-1
4206241672,SMP,1,1441.72,779.31,1125.01,803.94,18.3,18.3,3.02,18.16,18.16,3.08,1435.85,781.24,1446.77,781.31,1121.02,805.74,1131.5,805.7,723.41,536.13,723.41,536.13,0,1,1,2,-1,-1,-17.26,-3.85,556.78,38.91,-8.28,564.97,0.01,0.08,-1,-0.02,0.08,-1,-1
4206274915,SMP,1,1439.86,779.97,1123.71,804.95,18.18,18.18,3.02,18.49,18.49,3.09,1434.77,781.18,1445.76,781.25,1120.36,805.79,1130.69,805.93,762.26,595.26,762.26,595.26,0,1,1,2,-1,-1,-17.06,-3.83,556.21,39.06,-8.31,565.32,0.04,0.05,-1,0,0.05,-1,-1
4206308241,SMP,1,1439.96,779.44,1123.58,804.47,18.3,18.3,3.03,18.52,18.52,3.1,1434.76,780.8,1445.75,780.64,1120.1,805.56,1130.46,805.69,761.21,588.27,761.21,588.27,0,1,1,2,-1,-1,-17.05,-3.74,555.78,39.12,-8.27,565.45,0.04,0.05,-1,0,0.06,-1,-1
4206341591,SMP,1,1440.04,778.71,1123.6,803.94,18.16,18.16,3.03,18.55,18.55,3.11,1435.2,780.06,1446.03,780,1120.12,804.92,1130.5,804.95,777.29,598.37,777.29,598.37,0,1,1,2,-1,-1,-17.11,-3.62,555.89,39.11,-8.15,565.48,0.05,0.05,-1,0,0.05,-1,-1
4206374900,SMP,1,1440.55,777.96,1123.8,803.3,18.2,18.2,3.03,18.43,18.43,3.11,1435.62,779.49,1446.53,779.44,1120.36,804.38,1130.77,804.27,781.68,591.91,781.68,591.91,0,1,1,2,-1,-1,-17.18,-3.52,555.54,39.07,-8.04,565.51,0.05,0.06,-1,0,0.05,-1,-1
4206408231,SMP,1,1441.11,777.12,1124.23,802.4,18.1,18.1,3.02,18.72,18.72,3.12,1436.06,778.54,1447.2,778.52,1120.68,803.39,1131.16,803.34,782.14,600.24,782.14,600.24,0,1,1,2,-1,-1,-17.24,-3.34,554.18,39,-7.86,565.37,0.05,0.06,-1,0,0.05,-1,-1
4206441478,SMP,1,1442.02,776.65,1124.59,801.74,18.34,18.34,3.03,18.77,18.77,3.14,1436.74,777.91,1447.76,777.99,1121.11,802.65,1131.6,802.85,777.52,604.34,777.52,604.34,0,1,1,2,-1,-1,-17.34,-3.24,553.85,38.91,-7.75,565.29,0.04,0.05,-1,0,0.05,-1,-1
4206474890,SMP,1,1442.53,776.09,1124.94,801.03,18.32,18.32,3.03,18.94,18.94,3.15,1437.58,777.44,1448.46,777.46,1121.45,802.01,1131.96,802.15,786.42,604.11,786.42,604.11,0,1,1,2,-1,-1,-17.48,-3.15,554,38.84,-7.63,565.15,0.05,0.05,-1,0,0.05,-1,-1
4206508098,SMP,1,1443.86,773.71,1126.03,798.55,18.57,18.57,3.04,19.02,19.02,3.17,1438.05,775.96,1449.1,775.89,1122.26,800.47,1132.73,800.35,753.77,546.94,753.77,546.94,0,1,1,2,-1,-1,-17.54,-2.88,553.06,38.7,-7.33,565.13,0.02,0.08,-1,-0.01,0.08,-1,-1
4206541476,SMP,1,1444.53,770.99,1127.04,796.2,18.27,18.27,3.04,19.16,19.16,3.18,1438.64,774.14,1449.59,774.18,1122.8,798.69,1133.3,798.61,737.54,467.04,737.54,467.04,0,1,1,2,-1,-1,-17.64,-2.57,553.01,38.59,-7.02,565,0.02,0.12,-0.99,-0.03,0.1,-0.99,-1
4206574881,SMP,1,1444.46,769.87,1126.72,795.23,18.02,18.02,3.03,19.03,19.03,3.19,1438.66,773.06,1449.56,773.14,1122.32,797.85,1132.81,797.79,727.01,455.46,727.01,455.46,0,1,1,2,-1,-1,-17.64,-2.39,553.01,38.67,-6.87,564.9,0.02,0.12,-0.99,-0.03,0.11,-0.99,-1
4206608210,SMP,1,1444.34,768.99,1125.74,794.38,18.33,18.33,3.03,18.98,18.98,3.2,1438.32,772.12,1449.22,772.15,1121.56,797.11,1132.08,797.03,728.4,451.61,728.4,451.61,0,1,1,2,-1,-1,-17.57,-2.22,552.91,38.79,-6.73,564.76,0.01,0.12,-0.99,-0.03,0.11,-0.99,-1
4206641568,SMP,1,1443.52,768.33,1125.11,793.84,18.47,18.47,3.04,18.85,18.85,3.2,1437.69,771.45,1448.55,771.45,1120.65,796.56,1131.23,796.54,718.93,450.61,718.93,450.61,0,1,1,2,-1,-1,-17.46,-2.1,553,38.93,-6.63,564.47,0.02,0.12,-0.99,-0.04,0.11,-0.99,-1
4206674752,SMP,1,1442.98,767.64,1124.12,793.14,18.51,18.51,3.04,18.83,18.83,3.2,1436.81,770.69,1447.87,770.64,1119.81,795.96,1130.36,795.91,716.17,450.16,716.17,450.16,0,1,1,2,-1,-1,-17.3,-1.96,552.29,39.07,-6.52,564.23,0.01,0.11,-0.99,-0.03,0.11,-0.99,-1
4206708182,SMP,1,1442.12,766.89,1123.4,792.65,18.16,18.16,3.04,19,19,3.2,1436.49,770.14,1447.3,770.2,1118.99,795.52,1129.53,795.44,719.43,446.31,719.43,446.31,0,1,1,2,-1,-1,-17.24,-1.87,552.7,39.2,-6.44,564,0.02,0.12,-0.99,-0.03,0.11,-0.99,-1
4206741399,SMP,1,1441.57,766.41,1122.53,792.03,18.38,18.38,3.04,18.76,18.76,3.2,1435.67,769.6,1446.63,769.57,1118.16,794.92,1128.69,794.86,715.56,445.25,715.56,445.25,0,1,1,2,-1,-1,-17.1,-1.77,552.39,39.34,-6.33,563.85,0.01,0.12,-0.99,-0.03,0.12,-0.99,-1
4206774812,SMP,1,1440.77,765.91,1121.59,791.64,18.42,18.42,3.04,18.82,18.82,3.2,1434.78,769.13,1445.93,769.14,1117.32,794.49,1127.79,794.37,715.78,444.87,715.78,444.87,0,1,1,2,-1,-1,-16.94,-1.69,551.73,39.49,-6.25,563.87,0.01,0.12,-0.99,-0.03,0.11,-0.99,-1
4206808074,SMP,1,1440.31,765.35,1120.82,791.02,18.57,18.57,3.04,19,19,3.2,1433.92,768.44,1445.16,768.5,1116.35,793.9,1126.92,793.83,708.86,444.6,708.86,444.6,0,1,1,2,-1,-1,-16.77,-1.57,550.92,39.63,-6.14,563.49,0,0.11,-0.99,-0.04,0.11,-0.99,-1
4206841446,SMP,1,1439.38,764.69,1119.92,790.68,18.2,18.2,3.04,18.96,18.96,3.2,1433.51,767.94,1444.48,767.78,1115.39,793.5,1125.96,793.42,711.26,444.65,711.26,444.65,0,1,1,2,-1,-1,-16.69,-1.46,551.48,39.78,-6.07,563.2,0.01,0.12,-0.99,-0.04,0.11,-0.99,-1
4206874834,SMP,1,1438.55,764.16,1118.92,790.16,18.52,18.52,3.04,19.1,19.1,3.21,1432.67,767.17,1443.67,767.2,1114.45,792.87,1125.04,792.83,710.57,446.11,710.57,446.11,0,1,1,2,-1,-1,-16.54,-1.34,551.25,39.93,-5.95,562.9,0.01,0.11,-0.99,-0.04,0.11,-0.99,-1
4206908167,SMP,1,1437.14,765.7,1117.78,791.57,18.85,18.85,3.06,19.34,19.34,3.22,1431.6,767.93,1442.56,767.87,1113.57,793.64,1124.33,793.58,717.11,498.36,717.11,498.36,0,1,1,2,-1,-1,-16.35,-1.47,551.29,40.01,-6.08,562.14,0.03,0.08,-1,-0.02,0.09,-1,-1
4206941499,SMP,1,1435.67,769.25,1116.61,794.95,18.87,18.87,3.07,19.54,19.54,3.23,1430.61,769.77,1441.63,769.75,1113.07,795.47,1123.78,795.31,768.66,676.97,768.66,676.97,0,1,1,2,-1,-1,-16.18,-1.79,551.18,40.08,-6.39,561.71,0.04,0.02,-1,0,0.03,-1,-1
4206974824,SMP,1,1435.8,769.23,1116.09,795.2,19.16,19.16,3.09,19.51,19.51,3.24,1430.59,769.82,1441.65,769.83,1112.52,795.59,1123.17,795.41,768.71,678.62,768.71,678.62,0,1,1,2,-1,-1,-16.18,-1.8,550.96,40.16,-6.41,561.46,0.04,0.02,-1,0,0.02,-1,-1
4207008032,SMP,1,1436.07,769.26,1116.26,795.19,19.23,19.23,3.1,19.69,19.69,3.26,1430.71,769.96,1442,769.95,1112.48,795.63,1123.2,795.54,762.75,675.71,762.75,675.71,0,1,1,2,-1,-1,-16.18,-1.82,549.81,40.13,-6.42,560.95,0.04,0.03,-1,-0.01,0.03,-1,-1
4207041663,SMP,1,1436.59,768.87,1116.46,794.81,19.28,19.28,3.12,19.61,19.61,3.27,1431.52,769.72,1442.58,769.66,1112.87,795.26,1123.62,795.05,779.91,672.88,779.91,672.88,0,1,1,2,-1,-1,-16.32,-1.78,550.16,40.02,-6.34,560.42,0.04,0.03,-1,0,0.02,-1,-1
4207074823,SMP,1,1437.53,768.53,1117.3,794.09,19.15,19.15,3.12,19.79,19.79,3.28,1432.09,769.34,1443.43,769.37,1113.59,794.58,1124.29,794.45,771.77,670.5,771.77,670.5,0,1,1,2,-1,-1,-16.4,-1.72,548.75,39.87,-6.22,560.12,0.04,0.03,-1,-0.01,0.03,-1,-1
4207108154,SMP,1,1438.26,768.5,1117.93,793.96,19.23,19.23,3.13,20.04,20.04,3.29,1432.92,769.17,1444.29,769.28,1114.39,794.37,1125.07,794.16,779.62,671.63,779.62,671.63,0,1,1,2,-1,-1,-16.51,-1.69,547.78,39.71,-6.17,559.86,0.04,0.03,-1,0,0.02,-1,-1
4207141516,SMP,1,1438.82,768.21,1118.18,793.47,19.45,19.45,3.14,19.97,19.97,3.31,1433.68,769.17,1444.72,769.19,1114.92,794.18,1125.65,793.96,786.88,665.75,786.88,665.75,0,1,1,2,-1,-1,-16.65,-1.68,548.74,39.59,-6.13,559.46,0.04,0.04,-1,0.01,0.03,-1,-1
4207174814,SMP,1,1439.49,768.62,1118.9,793.82,19.55,19.55,3.15,20.27,20.27,3.32,1434.11,769.65,1445.5,769.62,1115.55,794.54,1126.23,794.41,786.09,661.33,786.09,661.33,0,1,1,2,-1,-1,-16.69,-1.76,546.84,39.47,-6.2,559.33,0.04,0.04,-1,0,0.03,-1,-1
4207208140,SMP,1,1440.04,769.06,1119.37,794.09,19.88,19.88,3.17,20.38,20.38,3.34,1434.76,770.05,1446.14,770.04,1116.12,794.78,1126.76,794.7,789.96,659.01,789.96,659.01,0,1,1,2,-1,-1,-16.78,-1.83,546.16,39.37,-6.25,559.29,0.04,0.04,-1,0.01,0.03,-1,-1
4207241522,SMP,1,1440.61,769.35,1119.95,794.15,19.52,19.52,3.18,20.4,20.4,3.36,1435.51,770.32,1446.63,770.37,1116.55,794.93,1127.26,794.84,790.21,655.32,790.21,655.32,0,1,1,2,-1,-1,-16.92,-1.88,546.91,39.27,-6.27,559.03,0.05,0.04,-1,0,0.04,-1,-1
4207274806,SMP,1,1441.09,769.68,1120.25,794.33,19.86,19.86,3.19,20.47,20.47,3.37,1435.76,770.43,1447.07,770.41,1116.93,794.98,1127.58,794.86,791.61,659.03,791.61,659.03,0,1,1,2,-1,-1,-16.94,-1.89,545.82,39.21,-6.28,559,0.04,0.03,-1,0.01,0.03,-1,-1
4207308133,SMP,1,1440.15,763.96,1120.69,788.91,19.62,19.62,3.2,20.44,20.44,3.38,1435.66,767.63,1446.4,767.71,1117.55,792.31,1128.21,792.1,801.37,396.37,801.37,396.37,0,1,1,2,-1,-1,-16.97,-1.42,548.92,39.09,-5.8,558.88,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4207341494,SMP,1,1440.61,763.58,1121.06,788.29,19.55,19.55,3.2,20.61,20.61,3.4,1436.11,767.4,1446.81,767.48,1117.69,791.86,1128.41,791.81,803.6,385.44,803.6,385.44,0,1,1,2,-1,-1,-17.1,-1.39,550.59,39.05,-5.73,558.72,0.06,0.14,-0.99,0.01,0.14,-0.99,-1
4207374793,SMP,1,1441.07,763.59,1121.22,788.02,19.98,19.98,3.22,20.45,20.45,3.4,1436.58,767.39,1447.35,767.41,1117.85,791.64,1128.55,791.63,808.63,381.49,808.63,381.49,0,1,1,2,-1,-1,-17.19,-1.38,550.86,39.01,-5.69,558.64,0.06,0.14,-0.99,0.01,0.14,-0.99,-1
4207408120,SMP,1,1441.73,763.67,1121.45,788.01,19.64,19.64,3.23,20.4,20.4,3.41,1437.09,767.7,1447.78,767.66,1118.24,791.72,1128.8,791.69,807.18,374.57,807.18,374.57,0,1,1,2,-1,-1,-17.33,-1.43,552.69,38.98,-5.71,558.9,0.05,0.15,-0.99,0.01,0.14,-0.99,-1
4207441433,SMP,1,1442.05,763.89,1121.85,788.09,19.35,19.35,3.22,20.29,20.29,3.41,1437.55,768.02,1448.26,768.16,1118.44,791.76,1129.07,791.77,811.99,366.96,811.99,366.96,0,1,1,2,-1,-1,-17.44,-1.51,553.46,38.95,-5.72,559.08,0.06,0.15,-0.99,0,0.14,-0.99,-1
4207474658,SMP,1,1442.82,763.64,1122.67,787.29,19.53,19.53,3.23,20.3,20.3,3.41,1437.82,768.07,1448.57,768.01,1119.12,791.55,1129.67,791.59,801.47,339.31,801.47,339.31,0,1,1,2,-1,-1,-17.5,-1.5,553.77,38.86,-5.69,559.46,0.04,0.16,-0.99,0,0.16,-0.99,-1
